abstract,abstract_source,added_on,altmetric_id,altmetric_jid,authors,cited_by_accounts_count,cited_by_fbwalls_count,cited_by_feeds_count,cited_by_msm_count,cited_by_patents_count,cited_by_posts_count,cited_by_tweeters_count,cohorts,context,details_url,dimensions_publication_id,doi,epubdate,handles,history,images,is_oa,isbns,issns,journal,last_updated,pmc,pmid,pubdate,published_on,publisher_subjects,readers,readers_count,schema,scopus_subjects,score,subjects,title,type,url
"OBJECTIVE Insular epilepsy is relatively rare; however, exploring the insular cortex when preoperative workup raises the suspicion of insular epilepsy is of paramount importance for accurate localization of the epileptogenic zone and achievement of seizure freedom. The authors review their clinical experience with stereoelectroencephalography (SEEG) electrode implantation in patients with medically intractable epilepsy and suspected insular involvement. METHODS A total of 198 consecutive cases in which patients underwent SEEG implantation with a total of 1556 electrodes between June 2009 and April 2013 were reviewed. The authors identified patients with suspected insular involvement based on seizure semiology, scalp EEG data, and preoperative imaging (MRI, PET, and SPECT or magnetoencephalography [MEG]). Patients with at least 1 insular electrode based on the postoperative 3D reconstruction of CT fused with the preoperative MRI were included. RESULTS One hundred thirty-five patients with suspected insular epilepsy underwent insular implantation of a total of 303 electrodes (1-6 insular electrodes per patient) with a total of 562 contacts. Two hundred sixty-eight electrodes (88.5%) were implanted orthogonally through the frontoparietal or temporal operculum (420 contacts). Thirty-five electrodes (11.5%) were implanted by means of an oblique trajectory either through a frontal or a parietal entry point (142 contacts). Nineteen patients (14.07%) had insular electrodes placed bilaterally. Twenty-three patients (17.04% of the insular implantation group and 11.6% of the whole SEEG cohort) were confirmed by SEEG to have ictal onset zones in the insula. None of the patients experienced any intracerebral hemorrhage related to the insular electrodes. After insular resection, 5 patients (33.3%) had Engel Class I outcomes, 6 patients (40%) had Engel Class II, 3 patients (20%) had Engel Class III, and 1 patient (6.66%) had Engel Class IV. CONCLUSIONS Insula exploration with stereotactically placed depth electrodes is a safe technique. Orthogonal electrodes are implanted when the hypothesis suggests opercular involvement; however, oblique electrodes allow a higher insular sampling rate.",,1497796448,21153873,4f6fa6293cf058f610007d98,"['Soha Alomar', 'Jeffrey P Mullin', 'Saksith Smithason', 'Jorge Gonzalez-Martinez']",8,1,,,,8,7,"{'pub': 3, 'com': 1, 'sci': 3}","{'all': {'count': 25394764, 'mean': 10.746438158275465, 'rank': 7721759, 'pct': 69, 'higher_than': 17614698}, 'journal': {'count': 6771, 'mean': 8.781877123024666, 'rank': 2794, 'pct': 58, 'higher_than': 3955}, 'similar_age_3m': {'count': 317443, 'mean': 14.510411803063855, 'rank': 109782, 'pct': 65, 'higher_than': 206797}, 'similar_age_journal_3m': {'count': 93, 'mean': 14.86215053763441, 'rank': 65, 'pct': 27, 'higher_than': 26}}",https://www.altmetric.com/details.php?citation_id=21153873,pub.1086128859,10.3171/2017.1.jns161070,1497571200,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 3.85}","{'small': 'https://badges.altmetric.com/?size=64&score=4&types=tttttttf', 'medium': 'https://badges.altmetric.com/?size=100&score=4&types=tttttttf', 'large': 'https://badges.altmetric.com/?size=180&score=4&types=tttttttf'}",False,[],"['0022-3085', '1933-0693']",Journal of Neurosurgery,1498078359,,28621621,1522540800,1497571200,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '109', 'connotea': '0'}",109,1.5.4,"['Medicine', 'Health Sciences']",3.85,['neurosurgery'],"Indications, technique, and safety profile of insular stereoelectroencephalography electrode implantation in medically intractable epilepsy.",article,http://dx.doi.org/10.3171/2017.1.jns161070
,,1671041063,140162143,4f6fa62f3cf058f6100082b6,"['Mohamed A. R. Soliman', 'Alexander O. Aguirre', 'Cathleen C. Kuo', 'Nicco Ruggiero', 'Asham Khan', 'Moleca M. Ghannam', 'Kyungduk Rho', 'Patrick K. Jowdy', 'Jeffrey P. Mullin', 'John Pollina']",7,,,,,7,7,{'pub': 7},"{'all': {'count': 23342092, 'mean': 10.314344430841192, 'rank': 4778865, 'pct': 79, 'higher_than': 18554297}, 'journal': {'count': 5237, 'mean': 6.664452931067409, 'rank': 1021, 'pct': 80, 'higher_than': 4212}, 'similar_age_3m': {'count': 435411, 'mean': 11.99351381568144, 'rank': 94546, 'pct': 78, 'higher_than': 340569}, 'similar_age_journal_3m': {'count': 99, 'mean': 8.113131313131314, 'rank': 35, 'pct': 65, 'higher_than': 65}}",https://www.altmetric.com/details.php?citation_id=140162143,pub.1155067718,10.1227/neu.0000000000002269,1670976000,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 6.199999999999999}","{'small': 'https://badges.altmetric.com/?size=64&score=7&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=7&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=7&types=tttttttt'}",False,[],"['0148-396X', '1524-4040']",Neurosurgery,1671084705,,36729684,1680307200,1670976000,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '5', 'connotea': '0'}",5,1.5.4,"['Medicine', 'Health Sciences']",6.199999999999999,,A Novel Cervical Vertebral Bone Quality Score Independently Predicts Cage Subsidence After Anterior Cervical Diskectomy and Fusion,article,http://dx.doi.org/10.1227/neu.0000000000002269
,,1717618683,164241151,4f6fa62f3cf058f6100082b6,"['Pui Man Rosalind Lai', 'Jeffrey P Mullin', 'Assaf Berger', 'Douglas B Moreland', 'Elad I Levy']",22,,,,,25,22,"{'pub': 11, 'sci': 5, 'doc': 4, 'com': 2}","{'all': {'count': 26563746, 'mean': 10.925073212565731, 'rank': 2204626, 'pct': 91, 'higher_than': 24356578}, 'journal': {'count': 5899, 'mean': 6.906834378708256, 'rank': 322, 'pct': 94, 'higher_than': 5577}, 'similar_age_3m': {'count': 353155, 'mean': 11.940880112132064, 'rank': 34042, 'pct': 90, 'higher_than': 319010}, 'similar_age_journal_3m': {'count': 65, 'mean': 4.817384615384615, 'rank': 3, 'pct': 95, 'higher_than': 62}}",https://www.altmetric.com/details.php?citation_id=164241151,pub.1170447758,10.1227/neu.0000000000002936,1712275200,[],"{'1y': 17.2, '6m': 17.2, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 17.2}","{'small': 'https://badges.altmetric.com/?size=64&score=18&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=18&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=18&types=tttttttt'}",False,[],"['0148-396X', '1524-4040']",Neurosurgery,1712707548,,38578095,1712275200,1712275200,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': 0, 'mendeley': 0, 'connotea': 0}",0,1.5.4,"['Medicine', 'Health Sciences']",17.2,,Neurosurgical Training Requires Embracing Ambulatory Surgery Centers.,article,http://dx.doi.org/10.1227/neu.0000000000002936
,,1673201416,140969538,4f6fa4eb3cf058f610002870,"['Cathleen C. Kuo', 'Mohamed A. R. Soliman', 'Alexander O. Aguirre', 'Dennis Youngs', 'Marissa Kruk', 'Ryan M. Hess', 'Elizabeth M. Nyabuto', 'Asham Khan', 'Patrick K. Jowdy', 'John Pollina', 'Jeffrey P. Mullin']",5,,,,,5,5,{'pub': 5},"{'all': {'count': 24166768, 'mean': 10.554760093303422, 'rank': 6903046, 'pct': 71, 'higher_than': 17257034}, 'journal': {'count': 4974, 'mean': 4.134153598713305, 'rank': 820, 'pct': 83, 'higher_than': 4152}, 'similar_age_3m': {'count': 442956, 'mean': 12.335381771551706, 'rank': 126937, 'pct': 71, 'higher_than': 315403}, 'similar_age_journal_3m': {'count': 121, 'mean': 2.6366115702479345, 'rank': 12, 'pct': 90, 'higher_than': 110}}",https://www.altmetric.com/details.php?citation_id=140969538,pub.1154325735,10.1007/s00586-022-07486-3,1673049600,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 4.05}","{'small': 'https://badges.altmetric.com/?size=64&score=5&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=5&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=5&types=tttttttt'}",False,[],"['0940-6719', '1432-0932']",European Spine Journal,1675048602,,36611078,1677628800,1673049600,"[{'name': 'Medicine & Public Health', 'scheme': 'springer'}, {'name': 'Neurosurgery', 'scheme': 'springer'}, {'name': 'Surgical Orthopedics', 'scheme': 'springer'}, {'name': 'Biomedical Engineering', 'scheme': 'era'}, {'name': 'Clinical Sciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '12', 'connotea': '0'}",12,1.5.4,"['Medicine', 'Health Sciences']",4.05,,Risk factors of early complications after thoracic and lumbar spinal deformity surgery: a systematic review and meta-analysis,article,http://dx.doi.org/10.1007/s00586-022-07486-3
,,1699639634,156346794,4f6fa5143cf058f6100035a7,"['Alan H. Daniels', 'Mohammad Daher', 'Manjot Singh', 'Mariah Balmaceno-Criss', 'Renaud Lafage', 'Bassel G. Diebo', 'David K. Hamilton', 'Justin S. Smith', 'Robert K. Eastlack', 'Richard G. Fessler', 'Jeffrey L. Gum', 'Munish C. Gupta', 'Richard Hostin', 'Khaled M. Kebaish', 'Eric O. Klineberg', 'Stephen J. Lewis', 'Breton G. Line', 'Pierce D. Nunley', 'Gregory M. Mundis', 'Peter G. Passias', 'Themistocles S. Protopsaltis', 'Thomas Buell', 'Justin K. Scheer', 'Jeffrey P. Mullin', 'Alex Soroceanu', 'Christopher P. Ames', 'Lawrence G. Lenke', 'Shay Bess', 'Christopher I. Shaffrey', 'Douglas C. Burton', 'Virginie Lafage', 'Frank J. Schwab', 'International Spine Study Group']",6,,,,,6,6,"{'pub': 5, 'doc': 1}","{'all': {'count': 25394764, 'mean': 10.746438158275465, 'rank': 8194992, 'pct': 67, 'higher_than': 17126592}, 'journal': {'count': 8453, 'mean': 6.941820418786231, 'rank': 2905, 'pct': 65, 'higher_than': 5535}, 'similar_age_3m': {'count': 356823, 'mean': 11.724904554919387, 'rank': 115222, 'pct': 67, 'higher_than': 239759}, 'similar_age_journal_3m': {'count': 20, 'mean': 11.4415, 'rank': 9, 'pct': 55, 'higher_than': 11}}",https://www.altmetric.com/details.php?citation_id=156346794,pub.1165809026,10.1097/brs.0000000000004873,1699488000,[],"{'1y': 3.35, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 3.35}","{'small': 'https://badges.altmetric.com/?size=64&score=4&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=4&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=4&types=tttttttt'}",False,[],"['0362-2436', '1528-1159']",Spine,1699890224,,37942794,1709251200,1699488000,"[{'name': 'Biomedical Engineering', 'scheme': 'era'}, {'name': 'Clinical Sciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '8', 'connotea': '0'}",8,1.5.4,"['Medicine', 'Health Sciences']",3.35,,The Case for Operative Efficiency in Adult Spinal Deformity Surgery,article,http://dx.doi.org/10.1097/brs.0000000000004873
,,1621428327,106105558,4f6fa5143cf058f6100035a8,"['Nathan J Lee', 'Scott L Zuckerman', 'Ian A Buchanan', 'Venkat Boddapati', 'Justin Mathew', 'Eric Leung', 'Paul J Park', 'Martin H Pham', 'Avery L Buchholz', 'Asham Khan', 'John Pollina', 'Jeffrey P Mullin', 'Ehsan Jazini', 'Colin Haines', 'Thomas C Schuler', 'Christopher R Good', 'Joseph M Lombardi', 'Ronald A Lehman']",4,,,,,4,4,"{'pub': 2, 'doc': 1, 'sci': 1}","{'all': {'count': 25387668, 'mean': 10.746735046558827, 'rank': 14795067, 'pct': 41, 'higher_than': 10462046}, 'journal': {'count': 3853, 'mean': 6.383467427978199, 'rank': 1368, 'pct': 63, 'higher_than': 2464}, 'similar_age_3m': {'count': 457036, 'mean': 16.186119723610428, 'rank': 211464, 'pct': 52, 'higher_than': 241581}, 'similar_age_journal_3m': {'count': 58, 'mean': 2.424137931034483, 'rank': 16, 'pct': 68, 'higher_than': 40}}",https://www.altmetric.com/details.php?citation_id=106105558,pub.1138174840,10.1016/j.spinee.2021.05.015,1621382400,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 2.35}","{'small': 'https://badges.altmetric.com/?size=64&score=3&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=3&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=3&types=tttttttt'}",False,[],"['1529-9430', '1878-1632']",Spine Journal,1636724310,,34022461,1630454400,1621382400,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '47', 'connotea': '0'}",47,1.5.4,"['Medicine', 'Health Sciences']",2.35,,"Is there a difference between navigated and non-navigated robot cohorts in robot-assisted spine surgery? A multicenter, propensity-matched analysis of 2,800 screws and 372 patients",article,http://dx.doi.org/10.1016/j.spinee.2021.05.015
Carotid-cavernous fistula was one of the first intracranial vascular lesions to be recognized. This paper focuses on the historical progression of our understanding of the condition and its symptomatology-from the initial hypothesis of ophthalmic artery aneurysm as the cause of pulsating exophthalmos to the recognition and acceptance of fistulas between the carotid arterial system and cavernous sinus as the true etiology. The authors also discuss the advancements in treatment from Benjamin Travers' early common carotid ligation and wooden compression methods to today's endovascular approaches.,,1474118932,12062529,4f6fa6293cf058f610007d98,"['Min Lang', 'Ghaith Habboub', 'Jeffrey P Mullin', 'Peter A Rasmussen']",1,,,1,,1,,[],"{'all': {'count': 25394764, 'mean': 10.746438158275465, 'rank': 4841279, 'pct': 79, 'higher_than': 20272889}, 'journal': {'count': 6771, 'mean': 8.781877123024666, 'rank': 1701, 'pct': 74, 'higher_than': 5070}, 'similar_age_3m': {'count': 315224, 'mean': 13.45199680227394, 'rank': 70746, 'pct': 76, 'higher_than': 239787}, 'similar_age_journal_3m': {'count': 54, 'mean': 5.954629629629631, 'rank': 13, 'pct': 74, 'higher_than': 40}}",https://www.altmetric.com/details.php?citation_id=12062529,pub.1071082561,10.3171/2016.5.jns152372,1473984000,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 7}","{'small': 'https://badges.altmetric.com/?size=64&score=7&types=mmmmmmmm', 'medium': 'https://badges.altmetric.com/?size=100&score=7&types=mmmmmmmm', 'large': 'https://badges.altmetric.com/?size=180&score=7&types=mmmmmmmm'}",False,[],"['0022-3085', '1933-0693']",Journal of Neurosurgery,1494590411,,27636180,1496275200,1473984000,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '47', 'connotea': '0'}",47,1.5.4,"['Medicine', 'Health Sciences']",7,['neurosurgery'],A brief history of carotid-cavernous fistula.,article,http://dx.doi.org/10.3171/2016.5.jns152372
,,1708790439,160040237,4f6fa6293cf058f610007d9a,"['Pooja Dave', 'Renaud Lafage', 'Justin S Smith', 'Breton G Line', 'Peter S Tretiakov', 'Jamshaid Mir', 'Bassel Diebo', 'Alan H Daniels', 'Jeffrey L Gum', 'D Kojo Hamilton', 'Thomas Buell', 'Khoi D Than', 'Kai-Ming Fu', 'Justin K Scheer', 'Robert Eastlack', 'Jeffrey P Mullin', 'Gregory Mundis', 'Naobumi Hosogane', 'Mitsuru Yagi', 'Pierce Nunley', 'Dean Chou', 'Praveen V Mummaneni', 'Eric O Klineberg', 'Khaled M Kebaish', 'Stephen Lewis', 'Richard A Hostin', 'Munish C Gupta', 'Han Jo Kim', 'Christopher P Ames', 'Robert A Hart', 'Lawrence G Lenke', 'Christopher I Shaffrey', 'Shay Bess', 'Frank J Schwab', 'Virginie Lafage', 'Douglas C Burton', 'Peter G Passias']",4,,,,,4,4,"{'com': 1, 'pub': 2, 'doc': 1}","{'all': {'count': 26538769, 'mean': 10.922369041759248, 'rank': 15869467, 'pct': 39, 'higher_than': 10590579}, 'journal': {'count': 2103, 'mean': 8.89356062767475, 'rank': 1339, 'pct': 35, 'higher_than': 742}, 'similar_age_3m': {'count': 386959, 'mean': 11.597917278057885, 'rank': 159795, 'pct': 58, 'higher_than': 225236}, 'similar_age_journal_3m': {'count': 35, 'mean': 3.36, 'rank': 17, 'pct': 48, 'higher_than': 17}}",https://www.altmetric.com/details.php?citation_id=160040237,pub.1167909752,10.3171/2023.11.spine23766,1705017600,[],"{'1y': 2.1, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 2.1}","{'small': 'https://badges.altmetric.com/?size=64&score=3&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=3&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=3&types=tttttttt'}",False,[],"['1547-5654', '1547-5646']",Journal of Neurosurgery: Spine,1709418489,,38215449,1711929600,1705017600,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '10', 'connotea': '0'}",10,1.5.4,"['Medicine', 'Life Sciences', 'Health Sciences', 'Neuroscience']",2.1,,Predictors of pelvic tilt normalization: a multicenter study on the impact of regional and lower-extremity compensation on pelvic alignment after complex adult spinal deformity surgery.,article,http://dx.doi.org/10.3171/2023.11.spine23766
,,1707944499,159530965,4f6fa62f3cf058f6100082b6,"['Cathleen C. Kuo', 'Mohamed A. R. Soliman', 'Rehman Ali Baig', 'Alexander O. Aguirre', 'Nicco Ruggiero', 'Brianna M. Donnelly', 'Manhal Siddiqi', 'Asham Khan', 'Esteban Quiceno', 'Jeffrey P. Mullin', 'John Pollina']",2,,,,,2,2,"{'pub': 1, 'sci': 1}","{'all': {'count': 26522772, 'mean': 10.920112012650865, 'rank': 16846371, 'pct': 34, 'higher_than': 9116784}, 'journal': {'count': 5892, 'mean': 6.886358791581806, 'rank': 4208, 'pct': 26, 'higher_than': 1557}, 'similar_age_3m': {'count': 387716, 'mean': 11.578540163418587, 'rank': 181605, 'pct': 50, 'higher_than': 194032}, 'similar_age_journal_3m': {'count': 63, 'mean': 4.122222222222222, 'rank': 44, 'pct': 23, 'higher_than': 15}}",https://www.altmetric.com/details.php?citation_id=159530965,pub.1168725624,10.1227/neu.0000000000002864,1707436800,[],"{'1y': 1.5, '6m': 0.5, '3m': 0.5, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 1.5}","{'small': 'https://badges.altmetric.com/?size=64&score=2&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=2&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=2&types=tttttttt'}",False,[],"['0148-396X', '1524-4040']",Neurosurgery,1721165408,,38334396,1722470400,1707436800,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': 0, 'mendeley': 0, 'connotea': 0}",0,1.5.4,"['Medicine', 'Health Sciences']",1.5,,Vertebral Bone Quality Score as a Predictor of Adjacent Segment Disease After Lumbar Interbody Fusion,article,http://dx.doi.org/10.1227/neu.0000000000002864
,,1707960229,159533396,4f6fa5143cf058f6100035a8,"['Sarthak Mohanty', 'Fthimnir M. Hassan', 'Lawrence G. Lenke', 'Erik Lewerenz', 'Peter G. Passias', 'Eric O. Klineberg', 'Virginie Lafage', 'Justin S. Smith', 'D. Kojo Hamilton', 'Jeffrey L. Gum', 'Renaud Lafage', 'Jeffrey Mullin', 'Bassel Diebo', 'Thomas J. Buell', 'Han Jo Kim', 'Khalid Kebaish', 'Robert Eastlack', 'Alan H. Daniels', 'Gregory Mundis', 'Richard Hostin', 'Themistocles S. Protopsaltis', 'Robert A. Hart', 'Munish Gupta', 'Frank J. Schwab', 'Christopher I. Shaffrey', 'Christopher P. Ames', 'Douglas Burton', 'Shay Bess', 'International Spine Study Group']",1,,,,,1,1,{'pub': 1},"{'all': {'count': 26248133, 'mean': 10.875566973239586, 'rank': 21383016, 'pct': 10, 'higher_than': 2671924}, 'journal': {'count': 3929, 'mean': 6.4256833799949105, 'rank': 2655, 'pct': 6, 'higher_than': 271}, 'similar_age_3m': {'count': 382368, 'mean': 11.522118236881747, 'rank': 266358, 'pct': 17, 'higher_than': 65796}, 'similar_age_journal_3m': {'count': 56, 'mean': 2.019285714285714, 'rank': 22, 'pct': 1, 'higher_than': 0}}",https://www.altmetric.com/details.php?citation_id=159533396,pub.1168883355,10.1016/j.spinee.2024.02.010,1707955200,[],"{'1y': 0.5, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.5}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['1529-9430', '1878-1632']",Spine Journal,1707960215,,38365004,1717200000,1707955200,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '17', 'connotea': '0'}",17,1.5.4,"['Medicine', 'Health Sciences']",0.5,,Machine learning clustering of adult spinal deformity patients identifies four prognostic phenotypes: a multicenter prospective cohort analysis with single surgeon external validation,article,http://dx.doi.org/10.1016/j.spinee.2024.02.010
,,1720568198,165277388,4f6fa5143cf058f6100035a7,"['Mariah Balmaceno-Criss', 'Renaud Lafage', 'Daniel Alsoof', 'Mohammad Daher', 'David Kojo Hamilton', 'Justin S. Smith', 'Robert K. Eastlack', 'Richard G. Fessler', 'Jeffrey L. Gum', 'Munish C. Gupta', 'Richard Hostin', 'Khaled M. Kebaish', 'Eric O. Klineberg', 'Stephen J. Lewis', 'Breton G. Line', 'Pierce D. Nunley', 'Gregory M. Mundis', 'Peter G. Passias', 'Themistocles S. Protopsaltis', 'Thomas Buell', 'Justin K. Scheer', 'Jeffrey P. Mullin', 'Alex Soroceanu', 'Christopher P. Ames', 'Lawrence G. Lenke', 'Shay Bess', 'Christopher I. Shaffrey', 'Frank J. Schwab', 'Virginie Lafage', 'Douglas C. Burton', 'Bassel G. Diebo', 'Alan H. Daniels', 'International Spine Study Group']",1,,,,,1,1,{'com': 1},"{'all': {'count': 26289377, 'mean': 10.878197230843472, 'rank': 21421549, 'pct': 10, 'higher_than': 2673092}, 'journal': {'count': 8530, 'mean': 7.057055099648302, 'rank': 6709, 'pct': 8, 'higher_than': 764}, 'similar_age_3m': {'count': 355111, 'mean': 12.012197284792645, 'rank': 247179, 'pct': 17, 'higher_than': 61660}, 'similar_age_journal_3m': {'count': 31, 'mean': 3.0177419354838713, 'rank': 17, 'pct': 3, 'higher_than': 1}}",https://www.altmetric.com/details.php?citation_id=165277388,pub.1168996687,10.1097/brs.0000000000004957,1708387200,[],"{'1y': 0.5, '6m': 0.5, '3m': 0.5, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.5}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['0362-2436', '1528-1159']",Spine,1720568190,,38375611,1717200000,1708387200,"[{'name': 'Biomedical Engineering', 'scheme': 'era'}, {'name': 'Clinical Sciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '7', 'connotea': '0'}",7,1.5.4,"['Medicine', 'Health Sciences']",0.5,,Impact of Hip and Knee Osteoarthritis on Full Body Sagittal Alignment and Compensation for Sagittal Spinal Deformity,article,http://dx.doi.org/10.1097/brs.0000000000004957
